法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
一般職の職員の給与に関する法律		325AC1000000095	対応表	https://laws.e-gov.go.jp/law/325AC1000000095
学校教育法	昭和二十二年法律第二十六号	322AC0000000026	対応表	https://laws.e-gov.go.jp/law/322AC0000000026
民法	明治二十九年法律第八十九号	129AC0000000089	対応表	https://laws.e-gov.go.jp/law/129AC0000000089
裁判所法		322AC0000000059	対応表	https://laws.e-gov.go.jp/law/322AC0000000059
