法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
建物の区分所有等に関する法律		337AC0000000069	対応表	https://laws.e-gov.go.jp/law/337AC0000000069
民法		129AC0000000089	対応表	https://laws.e-gov.go.jp/law/129AC0000000089
非訟事件手続法		423AC0000000051	対応表	https://laws.e-gov.go.jp/law/423AC0000000051
