法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
刑事収容施設及び被収容者等の処遇に関する法律		417AC0000000050	対応表	https://laws.e-gov.go.jp/law/417AC0000000050
刑事訴訟法		323AC0000000131	対応表	https://laws.e-gov.go.jp/law/323AC0000000131
刑事訴訟法等の一部を改正する法律	平成十六年法律第六十二号	416AC0000000062	法令番号から組み立て（要確認）	https://laws.e-gov.go.jp/law/416AC0000000062
刑法		113DF0000000036	対応表	https://laws.e-gov.go.jp/law/113DF0000000036
少年鑑別所法		426AC0000000059	対応表	https://laws.e-gov.go.jp/law/426AC0000000059
少年院法	平成二十六年法律第五十八号	426AC0000000058	対応表	https://laws.e-gov.go.jp/law/426AC0000000058
更生保護法		419AC0000000088	対応表	https://laws.e-gov.go.jp/law/419AC0000000088
民事訴訟法	平成八年法律第百九号	408AC0000000109	対応表	https://laws.e-gov.go.jp/law/408AC0000000109
