法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
不正競争防止法	平成五年法律第四十七号	405AC0000000047	対応表	https://laws.e-gov.go.jp/law/405AC0000000047
刑事訴訟法	昭和二十三年法律第百三十一号	323AC0000000131	対応表	https://laws.e-gov.go.jp/law/323AC0000000131
