法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
一般職の職員の給与に関する法律	昭和二十五年法律第九十五号	325AC1000000095	対応表	https://laws.e-gov.go.jp/law/325AC1000000095
刑事訴訟費用等に関する法律		346AC0000000041	対応表	https://laws.e-gov.go.jp/law/346AC0000000041
国家公務員等の旅費に関する法律施行令		506CO0000000306	対応表	https://laws.e-gov.go.jp/law/506CO0000000306
