法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
国際刑事裁判所に対する協力等に関する法律	平成十九年法律第三十七号	419AC0000000037	対応表	https://laws.e-gov.go.jp/law/419AC0000000037
組織的な犯罪の処罰及び犯罪収益の規制等に関する法律		411AC0000000136	対応表	https://laws.e-gov.go.jp/law/411AC0000000136
逃亡犯罪人引渡法		328AC0000000068	対応表	https://laws.e-gov.go.jp/law/328AC0000000068
