法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
借地借家法		403AC0000000090	対応表	https://laws.e-gov.go.jp/law/403AC0000000090
接収不動産に関する借地借家臨時処理法	昭和三十一年法律第百三十八号	331AC1000000138	対応表	https://laws.e-gov.go.jp/law/331AC1000000138
罹災都市借地借家臨時処理法	昭和二十一年法律第十三号	321AC0000000013	法令番号から組み立て（要確認）	https://laws.e-gov.go.jp/law/321AC0000000013
