法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
刑事訴訟法		323AC0000000131	対応表	https://laws.e-gov.go.jp/law/323AC0000000131
少年の保護事件に係る補償に関する法律	平成四年法律第八十四号	404AC0000000084	対応表	https://laws.e-gov.go.jp/law/404AC0000000084
民事訴訟法	平成八年法律第百九号	408AC0000000109	対応表	https://laws.e-gov.go.jp/law/408AC0000000109
