法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
刑事訴訟法		323AC0000000131	対応表	https://laws.e-gov.go.jp/law/323AC0000000131
心神喪失等の状態で重大な他害行為を行った者の医療及び観察等に関する法律	平成十五年法律第百十号	415AC0000000110	対応表	https://laws.e-gov.go.jp/law/415AC0000000110
政治資金規正法		323AC1000000194	対応表	https://laws.e-gov.go.jp/law/323AC1000000194
