法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
民事訴訟法		408AC0000000109	対応表	https://laws.e-gov.go.jp/law/408AC0000000109
調停による国際的な和解合意に関する国際連合条約の実施に関する法律	令和五年法律第十六号	505AC0000000016	対応表	https://laws.e-gov.go.jp/law/505AC0000000016
