法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
労働審判法	平成十六年法律第四十五号	416AC0000000045	対応表	https://laws.e-gov.go.jp/law/416AC0000000045
政治資金規正法		323AC1000000194	対応表	https://laws.e-gov.go.jp/law/323AC1000000194
