法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
医師法		323AC0000000201	対応表	https://laws.e-gov.go.jp/law/323AC0000000201
歯科医師法	昭和二十三年法律第二百二号	323AC0000000202	対応表	https://laws.e-gov.go.jp/law/323AC0000000202
