法令名	法令番号	e-Gov法令ID	取得元	e-Govでの表示
刑事訴訟法		323AC0000000131	対応表	https://laws.e-gov.go.jp/law/323AC0000000131
国際受刑者移送法	平成十四年法律第六十六号	414AC0000000066	対応表	https://laws.e-gov.go.jp/law/414AC0000000066
